text,sentiment,clean_text
@JetBlue send more service agents so all the stranded passengers can be helped!!!🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘,negative,send more service agents so all the stranded passengers can be helped                 
@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,neutral,please help    i am in ethiopia adopting a two year old child  have an existing confirmation    need to add child to reservation 
@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!,positive,a  to the safety dos and don ts announcer  flight 651 from midway  mdw  to pittsburgh  pit  
"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",negative,yes  well they are operating outside of your terminal and targeting vulnerable passengers  no better than thieves 
"@AmericanAir is the new @SpiritAirlines, and both are worse than taking the @GreyhoundBus #americanairlines #nocustomerservice #fail",negative,is the new and both are worse than taking the  americanairlines  nocustomerservice  fail
@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,positive,on a happy note our 719 crew is wonderful  can t say enough great things about our pilot  he s doing all he can for us 
"“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",positive,  jetblue  well captured  brittany  we love the clouds     enjoy the ride   thank you 
"@USAirways @AskPayPal When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded.",negative,when will it be marked  completed   i m scared i m going to lose my reservation or my money is going to be refunded 
@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,neutral,digging the swanky pink mood lighting during the flight from nyc to sfo  just needs a cabaret singer  think about it 
@united just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies,negative,just texted me to say flight is delayed due to air traffic control  bs  they pulled the plane in late flight  lies
@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,negative,tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it 
"@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service.",negative,not sure why we are still here in dallas  plane has been at gate for 30 min  no update at all  flight 1140  poor service 
@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,negative,1k use to be special  80 people in group one  why not board global and 1k together 
"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",negative,i slept in the miami airport due to mechanical issues and was given 10 000 bonus miles to try and make it right   slapintheface
@SouthwestAir Fastest response all day. Hour on the phone: never got off hold. Hour in line: never got to the Flight Booking Problems desk.,negative,fastest response all day  hour on the phone  never got off hold  hour in line  never got to the flight booking problems desk 
"@united Freakin""",negative,freakin 
@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek,neutral,to start daily  b737 700 flights from  washington reagan to  ftlauderdale on 8aug  avgeek
@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,negative,no word on delay reasons but twitter is aflame with flight tracking computer crash  rumors  true or not 
@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq,negative,this is not a fair set up  i payed for a full seat  i should get access to a full seat 
@AmericanAir an hour now waiting on the phone for US Air help. 10 hours waiting at the airport yesterday. Love the service guys.,negative,an hour now waiting on the phone for us air help  10 hours waiting at the airport yesterday  love the service guys 
@SouthwestAir - Hi Janet in customer service. I'm calling you back and have been sitting in que for 40 mins! Plz pick it up!!! #frustrated,negative,  hi janet in customer service  i m calling you back and have been sitting in que for 40 mins  plz pick it up     frustrated
"@AmericanAir good morning, please let me know if I will be able to get those luggage tags.   Tx!",neutral,good morning  please let me know if i will be able to get those luggage tags  tx 
@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways,negative,who intentionally buys a flight with a 10 hour layover  and what kind of airline would charge  200 to fix it  wow     usairways
"@SouthwestAir  you are over 40, please start acting your age and stop with the short-shorts!",negative,you are over 40  please start acting your age and stop with the short shorts 
@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,negative,thank you  i was given this same reply 2 years ago  can you direct me to an area i can learn more about the improvements 
@AmericanAir ok thank you. What if I can't get a hold of someone to get a new flight?,positive,ok thank you  what if i can t get a hold of someone to get a new flight 
@USAirways a flight update doesn't help when we are waiting 20+ min at our arrival waiting for a plane to leave our gate. Who can I write?😑,negative,a flight update doesn t help when we are waiting 20  min at our arrival waiting for a plane to leave our gate  who can i write  
@AmericanAir It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems,negative,it s not your agents  it s your voice activated system that s not working right  and no email on cancelled flightlation  lots of problems
@united I Want a Plane dad,neutral,i want a plane dad
@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,negative,horrible travel day w  your airlines  my 2 20 flight to birmingham was cancelled flightled w  no notification so i couldn t get on the 4 05
"@JetBlue No, he didn't have more info. I was more infuriated by the way previous rep treated me. how she can possibly work as a JetBlue rep?",negative,no  he didn t have more info  i was more infuriated by the way previous rep treated me  how she can possibly work as a jetblue rep 
@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,positive,received awesome phone help from jim today  helped me switch around flights booked with points 
"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags",negative,i didn t cancelled flight my flight  you did  than you loved me to another flight and forgot my bags
"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",negative,why does your customer service line say  we are experiencing high call volume  and then spontaneously hangup on the person 
.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,negative,  americanair can you connect me to a person without having to wait 2  hours on hold  i still haven t been able to resolve the problem 
@SouthwestAir #flight #Cancelled Flightled...tried to get refund but on hold. Can I get it after my flight would have departed?,negative, flight  cancelled flightled   tried to get refund but on hold  can i get it after my flight would have departed 
"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)",neutral,if you want  we can keep you updated on who s wearing who   amp  who s with who   amp  who wins what  we re nice like that    
@JetBlue you wanna help out? How about you reimburse the money you cause my band to lose.,negative,you wanna help out  how about you reimburse the money you cause my band to lose 
@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),positive,awesome thanks  thanks for the quick response  you guys rock    
"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",negative,club den  east or west  both are disgusting 
"@AmericanAir flight 2470 tomorrow, have no idea if we've been rescheduled and can't fix online? Have to talk to an agent yet no one answers?",negative,flight 2470 tomorrow  have no idea if we ve been rescheduled and can t fix online  have to talk to an agent yet no one answers 
@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,positive,you re killing me now      you got me   smitten  trueblue
@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!,neutral,this very pregnant lady s hoping  amp praying hubbys flight from bwi gets off the ground  i d like him to get here before baby does 
"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",negative,flt 463 san jose  ca   gt  denver  co  delayed 2 hrs but easily best flight   touchdown in all my years flying  keep it up 
@JetBlue thanks! I'll do it.,positive,thanks  i ll do it 
"@united missed it.  Incoming on time, then Sat for 30, then no jetbridge driver...missed a 45min connection from an on time flight...",negative,missed it  incoming on time  then sat for 30  then no jetbridge driver   missed a 45min connection from an on time flight   
@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,positive,thank you for getting me home  and despite all odds i have reunited with my delinquent southwest luggage  now homeward
@AmericanAir I'm trying to make a reservation with a &lt; 2 year old lap child. Don't see any option online. How do I proceed with reservation?,negative,i m trying to make a reservation with a  lt  2 year old lap child  don t see any option online  how do i proceed with reservation 
"@AmericanAir upgraded to 1st class. Inquired about red wine.  ""Sauvignon blanc &amp; I can't pronounce the other one.""  Couldn't describe...",neutral,upgraded to 1st class  inquired about red wine   sauvignon blanc  amp  i can t pronounce the other one   couldn t describe   
@USAirways does anyone from your airline know how to do their job?,negative,does anyone from your airline know how to do their job 
@USAirways I just got hanged up on trying to get to an agent. Can you help?,negative,i just got hanged up on trying to get to an agent  can you help 
@united - who can eat at an airport for $7? #areyounew? #incompetent #no800number #feeltheheat,neutral,  who can eat at an airport for  7   areyounew   incompetent  no800number  feeltheheat
@united Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral,hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen 
"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome.",positive,incidentally  sheila at jfk deserves a raise because she s awesome 
RT @JetBlue: Our fleet's on fleek. http://t.co/826Pkiq5HI,neutral,rt our fleet s on fleek 
@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!,negative,now at 57 minutes waiting on silver elite line for someone to pick up  help 
@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,neutral,new marketing song  let us know what you think 
@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways,negative,worst experience ever  unable 2 help over phone and told at last min cabin crew unavailable for flight  never again  usairways
@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,negative,20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense  will strand many of us overnight at ord due to missed cnxns
@SouthwestAir your phone lines suck. I have a dilemma.,negative,your phone lines suck  i have a dilemma 
@united I'm 0/3 for Flight Booking Problems without major problems. 0% isn't bad!👎👎,negative,i m 0 3 for flight booking problems without major problems  0  isn t bad   
@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ,neutral,flt 3260 out of mht  have fun with my kids and grandkids 10 of them   jack says hi 
@JetBlue You guys really suck! I just spent 40 minutes on the phone linking my credits to my account.  They are still NOT there! 1/2,negative,you guys really suck  i just spent 40 minutes on the phone linking my credits to my account  they are still not there  1 2
@SouthwestAir Thanks.,positive,thanks 
"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!",negative,wait times of 2 hours to talk with an exec plt agent  what is going on   
@AmericanAir got off the phone w/ rep now flight has disappeared. Locator IRRLCD she said I was rescheduled. Help please.,negative,got off the phone w  rep now flight has disappeared  locator irrlcd she said i was rescheduled  help please 
@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,positive,me  amp  are best friends because of any chance we could get tickets to  destinationdragons  
"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.",negative,if by near the gate you mean sitting on the plane for almost 2 hours  then yeah 
@USAirways have been on hold for 58 minutes - need help USAIR - why won't you help?,negative,have been on hold for 58 minutes   need help usair   why won t you help 
"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a ""Platinum"" member",negative,almost half hour on hold  my cell phone battery is dying  thanks for your loyalty from a  platinum  member
@AmericanAir Thanks for sharing these photos! Round of applause for your crews! We appreciate all their hard work.,positive,thanks for sharing these photos  round of applause for your crews  we appreciate all their hard work 
@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive,since when did you get so good again  4 transcontinental flights in 72h  what a pleasure relief you were 
@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,negative,i did and then she made me feel guilty because it was economy plus and i didn t pay for the extra leg room
@JetBlue oh. And thank you for responding,positive,oh  and thank you for responding
"@USAirways contact via FB messages, Twitter DM or text?",neutral,contact via fb messages  twitter dm or text 
@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,negative,i bought a ticket yesterday and received a confirmation  tried to check in and they said i hadn t paid for it  so i called was on
@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,negative,do you not try to get customers to their destinations  no help to get on another airline if you had no flights for 3 days 
"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling.",positive,your ticket agents at gate 4 in providence airport rocked tonight  especially kristy  sorry if that is not the correct spelling 
@united thanks finally made it.. Missed meetings but what can I do now?,negative,thanks finally made it   missed meetings but what can i do now 
@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime,negative,1 75 hour delay  nothing says sorry like a voucher  missing time with family   family  precioustime
@USAirways so you're not honoring miles with @united that were traveled last year?,negative,so you re not honoring miles with that were traveled last year 
"@USAirways first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!",negative,first  luggage got stuck in a different city  now i get them back today  amp  one of your employees stole a pair of gloves from me 
@AmericanAir the one at 11:30am? My app still shows it as on time!,negative,the one at 11 30am  my app still shows it as on time 
@AmericanAir attached original ticket. flight number was 1672. isn't the experience I thought I would have. Terrible! http://t.co/5SdlyN9MSS,negative,attached original ticket  flight number was 1672  isn t the experience i thought i would have  terrible 
@USAirways What's the contact number for the corporate baggage office in Phoenix?,neutral,what s the contact number for the corporate baggage office in phoenix 
@AmericanAir thanks for the canned reply.,negative,thanks for the canned reply 
"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back",negative,  i have been trying to reach dividend miles to extend my ticket for last 3 days   20   calls and i get a message to call back
@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix,neutral,i ve been a fan of imagine dragons since 2012 and they re my fave band and  destinationdragons is during my bday can i get tix
@AmericanAir it shouldn't happen but did and has put us and our gear in jeopardy. What steps do you take to protect customers if their items,negative,it shouldn t happen but did and has put us and our gear in jeopardy  what steps do you take to protect customers if their items
@USAirways Seriously. You can't tweet and let people know that you've got customers that have been on hold for 5 HOURS??!!,negative,seriously  you can t tweet and let people know that you ve got customers that have been on hold for 5 hours    
@AmericanAir I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?,neutral,i meant can you use the 50k bonus sign up mileage for alaska flights or only american 
@United also ran out of water and refused service #costumerservice #legit #jk,negative,also ran out of water and refused service  costumerservice  legit  jk
@AmericanAir my Mistake multibillion dollar company,negative,my mistake multibillion dollar company
@USAirways thanks. We did see an agent. Unhelpful. Some got vouchers others did not for unexplained reasons.,negative,thanks  we did see an agent  unhelpful  some got vouchers others did not for unexplained reasons 
@JetBlue  please start flying to Guyana soon,neutral,please start flying to guyana soon
"@united heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",negative,heard about the voucher miles credit for cancelled flighting my international flight yesterday  but i didn t get an email 
"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",negative,3 days late flightr and my bag has not left iad  united is not helping at all  everyone tells me a different story
@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE,negative,flight 790 you had us stuck on the plane for nearly 4 hrs  set to take off only for flight control to deny us  the worst service
"@AmericanAir @Delta Maybe? Long trip, Late Flight night &amp; queues at baggage claims in two terminals, no good. I thought I paid for it 50$ instead.",negative,maybe  long trip  late flight night  amp  queues at baggage claims in two terminals  no good  i thought i paid for it 50  instead 
@AmericanAir you have such a confusing web site/complicated ordering process. This is why I typically fly @SouthwestAir.,negative,you have such a confusing web site complicated ordering process  this is why i typically fly
@USAirways never flying you guys again. your customer service is awful,negative,never flying you guys again  your customer service is awful
“@USAirways: @ch_mom Please reach out to our crewmember for assistance. Our apologies for the long wait.” #generic,negative,  usairways  please reach out to our crewmember for assistance  our apologies for the long wait    generic
@SouthwestAir really easy for locals to get down to the strip. book.,positive,really easy for locals to get down to the strip  book 
".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",negative,  united really  was bumped down from gold status  asked to pay    to keep it  and get fewer miles    how is that worth it 
@AmericanAir My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?,negative,my wife  amp  infant daughter are on aa3195 abi dfw  en route but delayed  can y all hold aa1458 to rdu so they can connect 
"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile",negative,to clt from jfk nasty planes  dirty seats  amp  floors  rude flight attendants  hopefully aa can get you cleaned up  disgusting  vile
@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,negative,is your check in system down  i m having trouble checking in for a flight that departs in less than 24 hrs 
@SouthwestAir Can someone rebook me? Please direct message me.,neutral,can someone rebook me  please direct message me 
@united it's done.  If you do something to make up for it I'll tweet that too.,neutral,it s done  if you do something to make up for it i ll tweet that too 
@AmericanAir you know nothing about customer service and I'll make sure everyone knows it,negative,you know nothing about customer service and i ll make sure everyone knows it
@JetBlue you're welcome 👍👍👍 http://t.co/67k4N9eQ6E,positive,you re welcome    
"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",neutral,okay so anything using contactless emv should work  just your internal testing and training is currently apple pay specific 
"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.",neutral,thank you  but i ll be cancelled flighting my return flight  as i ve already rebooked with another airline so i can get home today 
@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks,negative,i hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots   unitedairlinessucks
@JetBlue i am here - what is your resolution?,negative,i am here   what is your resolution 
@united I would never fly United Airlines again!,negative,i would never fly united airlines again 
@JetBlue u now have my gears grinding. The JFK baggage office told me I need to bring the bag back right now if not they will close my claim,negative,u now have my gears grinding  the jfk baggage office told me i need to bring the bag back right now if not they will close my claim
"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",negative,need assistance  very frustrated i can t reach reservations by phone  trying to book online  amp  get  fare no longer avail  msg
@JetBlue that's what they told me half an hour ago,negative,that s what they told me half an hour ago
"I've been trying to set up my phone interview for days, and hoping the position won't be filled because the link doesn't work. @USAirways",negative,i ve been trying to set up my phone interview for days  and hoping the position won t be filled because the link doesn t work 
@VirginAmerica Good point!,neutral,good point 
@USAirways help im falling out of one of your planes,negative,help im falling out of one of your planes
@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,neutral,i have  20 and i ll draw you a super sweet picture of your choosing  will that get me round trip to san diego     it s so cold here 
@united can you maybe have more than 1 person working customer service desk in Houston airport? Line 3 rows deep 1 person working,negative,can you maybe have more than 1 person working customer service desk in houston airport  line 3 rows deep 1 person working
.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,negative,  americanair flight 654 delayed   flight 409 you sold my seat   flight 0671 strand me in phx for three hours  thanks for the memories      
@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,positive,you should know the crew today on flight  1071 aus to pdx was awesome   swa
@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,negative,status match program  i applied and it s been three weeks  called and emailed with no response 
@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,negative,your scheduling skills failed  the delay went from four hours to nearly six  don t tell me you were snowbound in pbi 
@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,negative,   just called and lady at your overseas call center said she saw no note  i explained the situation   again   
@USAirways this is ridiculous #planebroken can't wait to board this one home 5 hours Late Flightr #neverontime #brutal #paymytab,negative,this is ridiculous  planebroken can t wait to board this one home 5 hours late flightr  neverontime  brutal  paymytab
@VirginAmerica my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either 😡,negative,my group got their cancelled flightlation fees waived but i can t because my ticket is booked for 2 18  your reps were no help either  
@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,neutral,trying to fly out of nashville tomorrow  how is it looking 
@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,negative,cost me over 200 dollars because flight was cancelled flightled and couldn t even give me a food comp   fly they take
@AmericanAir Thanks to AA for the upgrade today and getting me on a new flight after my first one was Cancelled Flightled!,positive,thanks to aa for the upgrade today and getting me on a new flight after my first one was cancelled flightled 
@AmericanAir so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,negative,so you fail again flight to rdu sitting waiting on flight attendants  your logistics are not good
"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",positive,another great flight  amp  crew  las vegas chicago  3397  thanks 
@JetBlue This is absurd. Should a stranger help my kids if there's a problem? #jetblue http://t.co/LAiGgef9Kj,negative,this is absurd  should a stranger help my kids if there s a problem   jetblue
@AmericanAir my 2498 to CLT left the gate. What is next for CLT. Need help,neutral,my 2498 to clt left the gate  what is next for clt  need help
"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",negative,now arriving a day and a half late flightr than supposed to  lesson of the day  don t believe verbal or written confirmations from united
@united if you lost my belongings then BE HONEST!,negative,if you lost my belongings then be honest 
@JetBlue DONT LOSE MY LUGGAGE!!!,negative,dont lose my luggage   
@SouthwestAir any chance they will change this to include Northeast airports?  JetBlue has.,neutral,any chance they will change this to include northeast airports  jetblue has 
@united thanks! Will you guys be getting the A380s anytime soon?,neutral,thanks  will you guys be getting the a380s anytime soon 
@USAirways now on hold with customer care.  Wonder if someone will pick up the phone before 5pm.,negative,now on hold with customer care  wonder if someone will pick up the phone before 5pm 
@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways,negative,is useless airways  day 2 trying to get home on standby as a result of their cancelled flightlation   usairways
"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?",negative,yeah that s all been done  define  incidentals   how much can i spend on gear so this trip is not a waste 
@united contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?,negative,contd    i am being told that i am asking for a refund on a used ticket on a flight that got cancelled flightled how is the ticket used 
@SouthwestAir the flight isn't that empty.... Is this rude or not? http://t.co/4RL0p5JChB,neutral,the flight isn t that empty     is this rude or not 
"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",negative,awesome    doors close in 2 minutes  flight leaves in 17 minutes    and the plane just got here  wth 
@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,neutral,i see you coming to get me and in hawaii   12thman
@AmericanAir Thank you.,positive,thank you 
@AmericanAir this is all i gotta say to y'all &amp; your staff... for real http://t.co/rKPRxTGvfL,negative,this is all i gotta say to y all  amp  your staff    for real
"@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",negative,hah  best flight attendant response  if you not happy getting screwed over  you have other carriers  hahahah pathetic
@VirginAmerica I didn't today... Must mean I need to take another trip!,neutral,i didn t today    must mean i need to take another trip 
@USAirways Wishing we had our luggage. 2 days now. Had to pay our way from St Thomas to San Juan. Spent extra $$$ because of this mess up.,negative,wishing we had our luggage  2 days now  had to pay our way from st thomas to san juan  spent extra     because of this mess up 
@united I will be patient as your agent explains how you have me booked on a new flight for 6:18 when that plane doesn't arrive until 6:07,negative,i will be patient as your agent explains how you have me booked on a new flight for 6 18 when that plane doesn t arrive until 6 07
@JetBlue I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate,negative,i m curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar mat to get to a gate
@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723,neutral,should i expect delays at dca for 7am departure  going to orlando on flight 723
"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",negative,having trouble signing in to trueblue today  despite right credentials  getting  we are not able to sign you in  msg 
"@JetBlue you've let me down. 2:15 delay at JFK because of inbound flight from Syracuse, really? #ishouldhavedriven",negative,you ve let me down  2 15 delay at jfk because of inbound flight from syracuse  really   ishouldhavedriven
@USAirways understood and so does us airways.  Getting through tsa is the problem,negative,understood and so does us airways  getting through tsa is the problem
@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!,positive,f a n t a s t i c   thanks again for coming thru with great customer service 
@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?,neutral,i actually could use a slight tweak to my return   not leaving here now til monday  any way i can skip calling for that 
@united I'm so frustrated and nervous because of this.,negative,i m so frustrated and nervous because of this 
"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",neutral,i saw ppl were winning tickets still  how do we win some 
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,negative,wtf     delay after delay  15 hours yvr to san  unacceptable  flight crew availability is to blame  never again with
@united one last thing....United club crackers...nabisco?? Where are the Pepperidge Farms?,neutral,one last thing    united club crackers   nabisco   where are the pepperidge farms 
"@JetBlue last flight was Cancelled Flightled, then it was 2 hours to change a light bulb, now sitting here waiting for maintenance. Unreal.",negative,last flight was cancelled flightled  then it was 2 hours to change a light bulb  now sitting here waiting for maintenance  unreal 
@USAirways how about now getting us the rest of our bags please? We only received 2 of 5. Can you help with that?,negative,how about now getting us the rest of our bags please  we only received 2 of 5  can you help with that 
@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,negative,   she said she would need to get a supervisor  while waiting for the supervisor she hung up on me 
@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,negative,you can read the full story when i submit a case to your team about the pilot of flight 6232 and why we are sleeping in dia
@SouthwestAir any delays today @CAKairport to Orlando?,neutral,any delays today to orlando 
@AmericanAir I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked,negative,i guess i was one of the select few that hadn t had many problems before this and all the sudden my whole trip got jacked
@USAirways in 140 characters? Yea right.   Thanks for patronizing.,negative,in 140 characters  yea right  thanks for patronizing 
"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",negative,yep that s correct  i got an email at 12 30 am that the flight was cancelled flightled  doesn t matter now flight into atl is delayed  thx
"@AmericanAir I'd like to explore both options, and what the cost might be to change the date and destination.",neutral,i d like to explore both options  and what the cost might be to change the date and destination 
@AmericanAir will do. I also passed the website around to other passengers.,neutral,will do  i also passed the website around to other passengers 
"@USAirways nope, they just announced we're headed back to the gate.",negative,nope  they just announced we re headed back to the gate 
@americanair been calling your for 4+ hours to reschedule a flight to #DFW due to weather and your won't even let me stay on hold.....,negative,been calling your for 4  hours to reschedule a flight to  dfw due to weather and your won t even let me stay on hold     
@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset,negative,citizen  i fly your airline constantly and am so offended  derrick bussey  now im crying on this airplane because i m so upset
"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",neutral,flight 1447  n351jb   jblu  arrives at following flight from westchester county airport
@SouthwestAir may want to direct that to the people at @FurryFiesta tok,neutral,may want to direct that to the people at tok
